"year","pasture","rep","transect","quad","richness","total_traits_coverage","grz_window_10yr","grz_window_20yr","shannon","sla","leafN","leafP","ldmc","thickness","height","ila","lignin","cellulose","rtDiam","rdmc","srl","rootN","senescence","BRTE_dissim","BRAR_dissim","BRAR_veg_prop","BRTE_veg_prop","brome_veg_prop","prsnc_absnc","clay","twi"
2005,"CH",1,"Flat",25,9,0.966850829,59.39393939,61.41798942,1.620795614,118.7722108,1.829644444,0.283914286,0.404820004,0.184011429,166.6470857,0.876528839,2.571725714,26.20007619,0.220212143,0.350883066,73.23419675,0.825360544,220.9355438,6.952751141,5.837570726,0,0,0,"A",20.01316749,9.73852266
2005,"CH",1,"Slope",1,8,1,59.39393939,61.41798942,1.723089944,121.8312216,1.820735043,0.270512821,0.400011611,0.169546154,204.01,1.081521152,2.107297436,28.05665128,0.229138974,0.344181529,87.08248042,0.845205128,225.9692308,7.186428405,6.066012904,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",2,7,1,59.39393939,61.41798942,1.597336251,113.350719,1.811150617,0.272266667,0.408485495,0.184877778,182.3191111,1.201176325,2.253133333,27.13380741,0.254229333,0.330586972,70.41774083,0.699111111,224.2777558,7.341944718,6.214435847,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",3,6,1,59.39393939,61.41798942,1.279249784,118.5803452,1.692153316,0.272829457,0.432914187,0.155666667,201.6248062,0.921589058,2.140062016,28.92751421,0.221696628,0.356258126,71.16780818,0.728527132,228.8604498,7.24498393,5.958457815,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",5,7,1,59.39393939,61.41798942,1.528997271,137.5106132,1.788723232,0.284916883,0.388970017,0.170318182,190.4245455,0.636569051,2.073109091,28.09298788,0.213962078,0.336576145,102.3114845,0.915922078,225.7690729,6.851615668,5.812530085,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",6,5,0.954545455,59.39393939,61.41798942,1.2377415,115.209866,1.661583774,0.254867725,0.420342625,0.15152381,219.781746,0.856672528,2.107312169,29.63386243,0.240707634,0.363841313,69.09747051,0.778042328,227.2253968,7.460608483,6.173651604,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",7,8,1,59.39393939,61.41798942,1.433678645,168.9188668,1.880320872,0.272654206,0.348683274,0.17511215,214.5560748,0.623998393,3.143046729,27.94484112,0.228674847,0.291165156,105.4022187,0.987850467,233.5353829,6.532275193,5.555950767,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",8,9,1,59.39393939,61.41798942,1.410524966,102.7564307,1.756301783,0.293382716,0.414387702,0.159932099,154.8093474,0.720200909,1.981864198,27.15949971,0.219024251,0.346685425,110.494887,0.765008818,217.4061606,7.042915469,6.148560436,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",9,7,1,59.39393939,61.41798942,1.779076755,131.5959827,1.793021164,0.267333333,0.372184161,0.185559524,147.7394558,0.671813062,1.902476191,27.46142404,0.197688197,0.304516464,131.6766,0.912913832,212.4269057,6.264057179,5.35601614,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",10,6,1,59.39393939,61.41798942,1.488678928,134.9929302,1.699352166,0.280711864,0.377779771,0.166872881,183.1738499,0.868031072,2.201423729,30.05010977,0.211463632,0.297419244,127.9425242,0.896271187,224.4508475,6.542225978,5.636081302,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",11,8,1,59.39393939,61.41798942,1.731294394,129.1201196,2.133972222,0.2455,0.338504201,0.192126488,166.1797619,0.928718721,7.688666667,24.00783333,0.19289436,0.356593829,137.5798529,1.065694445,209.2728961,6.853465101,6.111570511,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",12,5,1,59.39393939,61.41798942,1.366387922,153.6041461,1.885282828,0.2425,0.345921217,0.175348485,141.9780303,0.542889837,1.919,26.48424242,0.184490747,0.274646224,206.4272379,0.966111111,207.1251527,5.836305782,5.111701363,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",13,9,0.964705882,59.39393939,61.41798942,1.773144433,138.5317959,1.85244851,0.264304878,0.363852995,0.163107724,143.7817944,0.575732288,2.038609756,27.57548142,0.196228711,0.289199448,182.1344771,0.936056911,210.0332932,6.156598434,5.523205321,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",14,7,1,59.39393939,61.41798942,1.404214521,104.3042022,1.818279835,0.273607407,0.384897038,0.152444444,126.9297355,0.835572988,1.885051852,26.96780459,0.18400173,0.31629132,204.6603461,0.882444445,203.4044444,6.354251946,5.843901301,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",15,6,1,59.39393939,61.41798942,1.47049025,138.3656757,1.87817356,0.246481752,0.32210625,0.157445256,112.6828467,0.555734836,1.983649635,27.31663747,0.167156413,0.244811768,295.017355,1.070072993,197.8642192,5.625165198,5.438641565,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",16,6,1,59.39393939,61.41798942,1.37266721,133.3380182,2.113533333,0.2476,0.317317165,0.165714286,120.3068571,0.949533773,2.988,25.35231429,0.171776429,0.259008231,307.640843,1.109428572,193.6628571,5.725141879,5.673584925,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",17,9,1,59.39393939,61.41798942,1.70681842,108.6680821,1.780582471,0.261310559,0.385883825,0.163745342,130.7788465,0.772511371,1.92626087,26.7155877,0.188687165,0.313284832,184.0070596,0.85057971,206.4388825,6.433523508,5.760488694,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",18,7,1,59.39393939,61.41798942,1.68673689,104.5971949,1.75573591,0.239932367,0.38767898,0.16076087,138.0863354,0.883094348,1.808917874,27.3942098,0.192596342,0.318236711,198.2875451,0.837536232,198.9815948,6.457966701,5.736201052,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",19,6,1,59.39393939,61.41798942,1.527455851,104.4840733,1.720526077,0.25555102,0.398724611,0.1675,129.5501458,0.918543469,1.831877551,27.42000972,0.187806414,0.321268442,172.4563461,0.799115646,201.9944906,6.379401557,5.561447747,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",20,8,1,59.39393939,61.41798942,1.958609219,127.173076,1.891032015,0.267525424,0.351843304,0.191652542,132.2263923,1.013331133,1.987118644,25.52877643,0.202550694,0.287747739,159.5046265,0.998926554,206.9344075,6.081065712,5.40653697,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",21,8,1,59.39393939,61.41798942,1.833980422,107.6369944,1.853464158,0.268903226,0.380442427,0.182201613,129.6854378,1.167056574,1.860967742,26.42997542,0.202032757,0.316098933,151.1082481,0.922849462,205.2279039,6.37020842,5.611261402,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",22,9,1,59.39393939,61.41798942,1.82788766,125.1992945,1.840158497,0.265176471,0.363142709,0.165639706,142.0015756,0.857920754,1.996588235,26.89893347,0.191252563,0.284871099,206.2220397,0.933235294,206.3985149,6.128632524,5.596501707,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",23,10,1,59.39393939,61.41798942,1.817518565,112.0796817,1.754297808,0.268047619,0.399359778,0.153006803,152.8607775,0.725698725,2.652231293,27.31407904,0.201837779,0.333278669,139.2279671,0.829931973,214.5455648,6.675789818,5.838308842,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",24,8,1,59.39393939,61.41798942,1.620795614,126.41706,1.863267302,0.27348,0.386257665,0.154171429,164.684,0.759757667,1.978571429,27.20214476,0.2013206,0.321493249,162.5031569,0.889314286,215.9691316,6.549183549,5.792950166,0,0,0,"A",21.00257162,8.534323589
2005,"CH",1,"Slope",25,10,1,59.39393939,61.41798942,1.800275885,116.4834738,1.865579508,0.266892216,0.382809629,0.153437981,149.5112404,0.796726383,2.017281437,26.94588822,0.195943435,0.314122738,181.3649352,0.89748503,210.8826229,6.473518582,5.821925466,0,0,0,"A",21.00257162,8.534323589
2005,"CH",2,"Flat",1,8,1,59.39393939,61.41798942,1.700147007,110.8244519,1.73769077,0.242299824,0.400231514,0.157775132,196.9083069,0.914298052,2.075559083,28.34011993,0.233640451,0.348085952,109.3656553,0.829717813,218.286762,7.224389564,6.14336259,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",2,7,1,59.39393939,61.41798942,1.945910149,116.3351705,1.808126984,0.249476191,0.359716782,0.185357143,144.3614286,1.060554098,1.991333333,27.38652381,0.210310918,0.305785844,153.4337862,0.987142857,208.0618577,6.524913676,5.717339229,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",3,9,1,59.39393939,61.41798942,1.82788766,105.6460705,1.831070261,0.244754902,0.380905515,0.15925,146.68,0.959916648,2.488754902,27.15959314,0.197413936,0.323778422,196.3087823,0.898284314,203.0896914,6.649697006,5.990161276,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",4,9,1,59.39393939,61.41798942,1.86325159,117.4548146,1.969938562,0.248211765,0.362228636,0.171805882,147.3511765,0.936158172,5.168258824,25.57948628,0.188940756,0.335337627,182.1764716,0.969686275,205.6082237,6.66210724,6.030056575,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",5,9,1,59.39393939,61.41798942,1.982202277,111.4118456,1.775790124,0.239189815,0.373747899,0.167875,174.9410714,0.956893837,2.372925926,27.2670668,0.226009967,0.311631922,135.5475687,0.856481481,216.2222222,6.922747529,6.057341983,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",6,8,1,59.39393939,61.41798942,1.687757479,98.03547592,1.732731098,0.245483235,0.401262978,0.164576923,189.8073965,0.963739818,2.393731755,27.83924655,0.231556007,0.363792517,115.4171508,0.798145957,214.2627219,7.511825004,6.46807713,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",7,7,1,59.39393939,61.41798942,1.723644073,115.546192,1.686809793,0.27448184,0.36092981,0.174966102,127.2687651,0.878272179,1.921372881,28.41205892,0.18269092,0.285318306,206.7193595,0.920282486,198.7304917,5.951192969,5.423753257,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",8,5,1,59.39393939,61.41798942,1.381727895,108.2696076,1.564975845,0.234978261,0.331738857,0.180358696,104.9847826,0.851214783,2.175391304,30.21662319,0.175146274,0.257757005,242.6404584,1.013043478,198.136935,6.163562133,5.688230836,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",9,9,0.958333333,59.39393939,61.41798942,1.887649116,118.8945749,1.656969404,0.246294686,0.347107907,0.181905797,153.3153209,1.026790792,2.126512077,30.13248999,0.202742202,0.276647174,185.6773688,0.968454106,208.1637538,6.42262099,5.71671799,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",10,5,1,59.39393939,61.41798942,1.381727895,88.20998153,1.739647343,0.27723913,0.385649641,0.194695652,131.8326087,1.511292874,2.054913044,28.0895942,0.214584369,0.327551224,110.2745023,0.945434783,211.4282394,6.873620254,5.998064285,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",11,8,1,59.39393939,61.41798942,1.789661393,91.46860408,1.712371914,0.238384259,0.40709511,0.169409722,162.1514881,1.136149954,1.826814815,27.79438161,0.218326124,0.35109766,131.1609812,0.796157407,204.5045839,7.019830734,6.005631505,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",12,7,1,59.39393939,61.41798942,1.610384557,111.6838508,1.932496416,0.267725807,0.359445287,0.165620968,124.5032258,1.042024397,2.036016129,26.18631183,0.194340822,0.292429412,211.204472,0.994354839,205.4096774,6.255955145,5.839260425,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",13,8,1,59.39393939,61.41798942,1.789661393,104.0426987,1.785705247,0.243476852,0.384039127,0.164895833,136.0264881,0.955037176,1.809962963,27.11132606,0.195395106,0.317622144,192.9734706,0.865138889,199.2823617,6.452424179,5.746160774,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",14,11,1,59.39393939,61.41798942,2.289273964,102.54418,1.894547222,0.280675,0.361729653,0.193025,143.5634286,1.246101079,2.6388,25.27764524,0.218322357,0.312140133,121.5952122,0.942625,209.4924753,6.587386582,5.934088776,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",15,11,0.96,59.39393939,61.41798942,2.17474316,110.2900264,1.821216049,0.250199074,0.360885695,0.196161265,127.0292659,1.008805704,2.112712963,28.77970569,0.220729411,0.28969611,147.6354638,0.893148148,196.740695,6.57377495,5.978257026,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",16,8,1,59.39393939,61.41798942,1.789661393,108.6612433,1.774621914,0.237893519,0.38896984,0.159583333,137.6339881,0.80641607,1.861546296,26.77449273,0.19180838,0.318619714,190.0127373,0.840416667,200.3823617,6.479724788,5.714904267,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",17,8,1,59.39393939,61.41798942,1.687964184,96.11484954,1.839354213,0.270288591,0.393588458,0.178145414,148.804698,1.28976575,2.337369128,27.33655928,0.219709845,0.322228282,128.1269208,0.815302013,215.7033424,6.980419728,6.218116264,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",18,7,1,59.39393939,61.41798942,1.68673689,98.0816418,1.850880837,0.249091787,0.384719204,0.172405797,158.134058,1.397379372,1.838512077,27.85328019,0.20822098,0.319650172,189.492908,0.881642512,203.6362176,6.769877005,6.070432885,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",19,6,1,59.39393939,61.41798942,1.576432522,112.197528,1.915998317,0.241742424,0.364042652,0.198424242,128.5166667,1.387771616,1.734787879,26.27305556,0.192023701,0.297148862,201.5862778,0.917929293,197.2796982,6.230040038,5.512941429,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",20,9,1,59.39393939,61.41798942,1.936365999,110.7359868,1.868182906,0.239307692,0.361311134,0.190246154,141.4587253,1.381734769,1.955923077,27.0983663,0.194657451,0.283088846,210.6716288,0.884871795,199.9712314,6.326469389,5.680211196,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",21,8,1,59.39393939,61.41798942,1.781050791,97.79476225,1.751632323,0.250933333,0.402651808,0.161563636,161.708,1.091544583,1.916606061,28.00389697,0.212467229,0.341355161,148.5391056,0.835151515,208.9072548,6.965412564,6.075068729,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",22,9,1,59.39393939,61.41798942,1.892488381,101.6868658,1.860668582,0.268586207,0.379297133,0.193798851,149.8587438,1.470138047,2.019948276,28.24569787,0.208257143,0.309400677,155.8484441,0.856293104,206.2292933,6.798541442,6.092230133,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",23,9,1,59.39393939,61.41798942,1.565090234,85.34872401,1.656015733,0.266752212,0.424847124,0.167560472,158.3699115,1.422687416,2.060654867,27.43181711,0.201306669,0.369227248,106.7804837,0.760265487,213.0070622,7.277898511,6.174706472,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",24,5,1,59.39393939,61.41798942,1.48159598,94.45617439,1.780135803,0.232953704,0.402983317,0.159194444,166.7027778,1.134031389,1.796092593,27.73401852,0.212052315,0.343717667,174.0797191,0.806203704,202.8805281,6.996370127,6.135224506,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Flat",25,6,1,59.39393939,61.41798942,1.25784288,86.25911493,1.695429154,0.279073395,0.433325709,0.171981651,171.7258191,1.498930532,1.910238532,29.10876715,0.215904895,0.354505833,103.802244,0.716330275,214.5742938,7.119288335,6.059159016,0,0,0,"A",21.45530404,13.48235559
2005,"CH",2,"Slope",1,9,0.948275862,59.39393939,61.41798942,1.781050791,104.8240738,1.786541414,0.271915152,0.403069166,0.179,187.5990909,1.07728972,1.963169697,28.13798788,0.226476139,0.359278481,80.00620584,0.846073593,221.1108911,7.294709472,6.188417473,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",2,7,1,59.39393939,61.41798942,1.803601934,97.86611357,1.811452381,0.243119048,0.378343004,0.187928571,194.1407143,1.60943343,1.965047619,28.88460714,0.242696879,0.332883814,120.8129923,0.928690476,212.4142857,7.268532405,6.300274074,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",3,8,1,59.39393939,61.41798942,1.525103282,107.893452,1.766146924,0.286438017,0.413364905,0.16361157,166.7669422,0.976972153,2.027024793,27.69444077,0.211083583,0.353410657,98.54937735,0.814132231,221.0859341,6.983083578,5.970559666,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",4,6,1,59.39393939,61.41798942,1.369776762,156.1469547,1.997811201,0.297544715,0.358877873,0.176227642,202.8406504,0.885281077,2.161268293,27.03106775,0.232345068,0.310457743,88.93107587,1.034390244,233.4373984,6.589856578,5.667673924,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",5,7,1,59.39393939,61.41798942,1.659903434,133.4111769,1.905844017,0.277910256,0.38186995,0.174134615,215.3586539,1.088668267,2.067429487,27.90164744,0.238328141,0.336717841,86.28375508,0.91900641,228.5653846,7.051355798,5.997644613,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",6,5,1,59.39393939,61.41798942,1.381727895,99.10286454,1.750736715,0.247514493,0.420591177,0.168717391,229.0521739,1.369779376,1.980144928,29.04721015,0.259046014,0.377585537,54.3656758,0.795797101,223.2,7.752106304,6.427128502,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",7,9,1,59.39393939,61.41798942,1.892488381,136.7811889,2.046998084,0.286793103,0.369278284,0.195127668,209.1668719,1.449033074,2.078344828,28.39658046,0.241874655,0.310238929,94.61994241,0.966034483,225.225845,6.886389993,5.977984546,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",8,5,1,59.39393939,61.41798942,1.542613125,104.4429645,1.881950904,0.270658915,0.408868034,0.194767442,236.7383721,1.970252355,1.971054264,29.30794574,0.261322868,0.354771915,55.47800325,0.835658915,226.9906977,7.598243494,6.34248815,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",9,5,1,59.39393939,61.41798942,1.609437912,112.916794,1.908177778,0.2876,0.35497133,0.2182,180.706,2.009928137,2.1208,29.08353333,0.237422619,0.29577648,102.6651163,1.042,221.68,6.850959678,5.982167016,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",10,7,1,59.39393939,61.41798942,1.597336251,105.7692867,1.769395062,0.262311111,0.393713138,0.157240741,147.6164444,0.873517491,2.093111111,29.07878519,0.207136762,0.320211852,168.8246946,0.845333333,208.5866667,6.859868518,6.202206667,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",11,5,1,59.39393939,61.41798942,1.381727895,88.45152752,1.921108696,0.226753623,0.382053063,0.198804348,203.926087,2.017354275,1.741231884,28.11832609,0.248486232,0.340099415,140.3921067,0.889492754,204.689109,7.374724118,6.408768668,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",12,6,1,59.39393939,61.41798942,1.614640611,98.44867393,1.862614583,0.232729167,0.359069195,0.17715625,158.8921875,1.400692083,1.862104167,27.93265625,0.216316332,0.307241173,205.0188606,0.975104167,199.775,6.770644912,6.168266088,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",13,10,0.962962963,59.39393939,61.41798942,1.798773473,103.0301316,1.861317664,0.24623199,0.378763321,0.16259707,156.5234432,0.99136246,1.807970086,26.77809402,0.203888217,0.333993882,194.5266084,0.926880342,200.5346027,6.75198437,6.078070783,0,0,0,"A",20.16454133,8.970981259
2005,"CH",2,"Slope",14,9,1,59.39393939,61.41798942,2.027655971,105.6075889,1.905894309,0.230227642,0.361138104,0.184,165.2163415,0.990909721,6.03503252,24.73456098,0.2177686,0.350057128,119.2067965,0.945853659,208.3585125,7.163387943,6.339129417,0,0,0,"A",20.16454133,8.970981259
